Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Toxoplasmosis	7/112	3.776102e-02	2.747568e-01	0	0	2.335266e+00	7.651447e+00	NFKBIA;IFNGR1;TAB2;LAMB1;BIRC7;TNFRSF1A;HSPA1A
KEGG_2021_Human	Estrogen signaling pathway	8/137	3.873266e-02	2.747568e-01	0	0	2.173582e+00	7.066470e+00	NCOA1;CREB3L3;SRC;CREB3L1;ITPR2;TFF1;EGFR;HSPA1A
KEGG_2021_Human	Glycolysis / Gluconeogenesis	5/67	3.925097e-02	2.747568e-01	0	0	2.820979e+00	9.133708e+00	LDHB;ALDH2;ADH1C;HK2;HK1
KEGG_2021_Human	Pathways in cancer	22/531	4.385515e-02	2.909136e-01	0	0	1.523797e+00	4.764705e+00	NCOA1;NQO1;EGLN3;RALBP1;JAG1;IFNGR1;MMP1;GSTP1;TXNRD1;MGST1;LAMB1;IL2RG;HIF1A;EGFR;RUNX1;NFKBIA;MECOM;GSTA1;CTNNA1;ELOB;BIRC7;POLK
KEGG_2021_Human	Prion disease	13/273	4.404258e-02	2.909136e-01	0	0	1.756502e+00	5.484850e+00	PRNP;NDUFB10;NDUFA10;ITPR2;NDUFB1;SOD1;NDUFS8;CREB3L3;CREB3L1;IL1B;KIF5B;VDAC1;HSPA1A
KEGG_2021_Human	Valine, leucine and isoleucine degradation	4/48	4.467602e-02	2.909136e-01	0	0	3.177232e+00	9.875848e+00	ALDH2;HMGCS2;ACAT2;HIBCH
KEGG_2021_Human	Sphingolipid metabolism	4/49	4.761510e-02	2.946781e-01	0	0	3.106466e+00	9.457964e+00	NEU1;ACER3;DEGS1;SGPP2
KEGG_2021_Human	Tight junction	9/169	4.826567e-02	2.946781e-01	0	0	1.971920e+00	5.976959e+00	SRC;PARD3;RDX;RAB13;MSN;CLDN18;RAPGEF2;GATA4;RUNX1
KEGG_2021_Human	Adherens junction	5/71	4.841140e-02	2.946781e-01	0	0	2.649464e+00	8.022630e+00	FER;SRC;PARD3;CTNNA1;EGFR
KEGG_2021_Human	beta-Alanine metabolism	3/30	5.046124e-02	3.006201e-01	0	0	3.879696e+00	1.158691e+01	ALDH2;DPYD;HIBCH
KEGG_2021_Human	Prostate cancer	6/97	5.455739e-02	3.050586e-01	0	0	2.307096e+00	6.710194e+00	NFKBIA;ZEB1;CREB3L3;CREB3L1;GSTP1;EGFR
KEGG_2021_Human	Galactose metabolism	3/31	5.474903e-02	3.050586e-01	0	0	3.740943e+00	1.086742e+01	AKR1B10;HK2;HK1
KEGG_2021_Human	Glycerophospholipid metabolism	6/98	5.681092e-02	3.050586e-01	0	0	2.281901e+00	6.544553e+00	DGKD;LPGAT1;GPAT3;GPCPD1;LCLAT1;AGPAT4
KEGG_2021_Human	Thyroid hormone synthesis	5/75	5.873126e-02	3.050586e-01	0	0	2.497550e+00	7.080013e+00	CREB3L3;CREB3L1;DUOXA2;GSR;ITPR2
KEGG_2021_Human	Pertussis	5/76	6.149267e-02	3.050586e-01	0	0	2.462246e+00	6.866805e+00	C3;CFL2;IL1B;C4BPB;ITGA5
KEGG_2021_Human	Proteoglycans in cancer	10/205	6.283044e-02	3.050586e-01	0	0	1.797768e+00	4.974990e+00	SDC4;SRC;ITGB3;RDX;ITPR2;MSN;ITGA5;HIF1A;CD44;EGFR
KEGG_2021_Human	Base excision repair	3/33	6.382553e-02	3.050586e-01	0	0	3.491187e+00	9.606357e+00	POLD4;PARP4;NEIL2
KEGG_2021_Human	Fructose and mannose metabolism	3/33	6.382553e-02	3.050586e-01	0	0	3.491187e+00	9.606357e+00	AKR1B10;HK2;HK1
KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	5/77	6.432644e-02	3.050586e-01	0	0	2.427923e+00	6.661698e+00	ITGB3;DAG1;CTNNA1;ITGA5;DSC2
KEGG_2021_Human	Leishmaniasis	5/77	6.432644e-02	3.050586e-01	0	0	2.427923e+00	6.661698e+00	C3;NFKBIA;IFNGR1;IL1B;TAB2
KEGG_2021_Human	Osteoclast differentiation	7/127	6.579386e-02	3.050586e-01	0	0	2.041772e+00	5.556130e+00	NFKBIA;IFNGR1;ITGB3;IL1B;FHL2;TAB2;TNFRSF1A
KEGG_2021_Human	Amoebiasis	6/102	6.637728e-02	3.050586e-01	0	0	2.186370e+00	5.930310e+00	SERPINB3;IL1B;CXCL1;LAMB1;CXCL3;CXCL2
KEGG_2021_Human	Chagas disease	6/102	6.637728e-02	3.050586e-01	0	0	2.186370e+00	5.930310e+00	C3;NFKBIA;IFNGR1;IL1B;SERPINE1;TNFRSF1A
KEGG_2021_Human	Tuberculosis	9/180	6.645919e-02	3.050586e-01	0	0	1.844019e+00	4.999444e+00	C3;EEA1;CEBPB;IFNGR1;SRC;IL1B;IL18;TCIRG1;TNFRSF1A
KEGG_2021_Human	Lysosome	7/128	6.801414e-02	3.071606e-01	0	0	2.024793e+00	5.442725e+00	GNPTG;NEU1;FUCA2;AP4S1;TCIRG1;CTSE;CTSB
KEGG_2021_Human	Cytokine-cytokine receptor interaction	13/295	7.196446e-02	3.198420e-01	0	0	1.617612e+00	4.256881e+00	IL33;IFNGR1;CCL20;IL18;TNFRSF10B;CXCL1;OSMR;CXCL3;IL2RG;CXCL2;TNFRSF10D;TNFRSF1A;IL1B
KEGG_2021_Human	Parathyroid hormone synthesis, secretion and action	6/106	7.682678e-02	3.312340e-01	0	0	2.098481e+00	5.385126e+00	CREB3L3;CREB3L1;PDE4D;ITPR2;MEF2D;EGFR
KEGG_2021_Human	Mucin type O-glycan biosynthesis	3/36	7.863897e-02	3.312340e-01	0	0	3.173316e+00	8.069387e+00	GALNT7;GALNT2;GALNT10
KEGG_2021_Human	Starch and sucrose metabolism	3/36	7.863897e-02	3.312340e-01	0	0	3.173316e+00	8.069387e+00	PYGB;HK2;HK1
KEGG_2021_Human	Th17 cell differentiation	6/107	7.957649e-02	3.312340e-01	0	0	2.077597e+00	5.258473e+00	NFKBIA;IFNGR1;IL1B;IL2RG;HIF1A;RUNX1
KEGG_2021_Human	Nitrogen metabolism	2/17	8.044255e-02	3.312340e-01	0	0	4.650150e+00	1.171936e+01	CA12;CA2
KEGG_2021_Human	African trypanosomiasis	3/37	8.388094e-02	3.403864e-01	0	0	3.079824e+00	7.632904e+00	IL1B;IL18;ICAM1
KEGG_2021_Human	Regulation of actin cytoskeleton	10/218	8.636723e-02	3.454689e-01	0	0	1.684269e+00	4.125021e+00	ENAH;ABI2;SRC;TMSB4X;CFL2;ITGB3;RDX;MSN;ITGA5;EGFR
KEGG_2021_Human	Other glycan degradation	2/18	8.887771e-02	3.499815e-01	0	0	4.359291e+00	1.055164e+01	FUCA2;NEU1
KEGG_2021_Human	Yersinia infection	7/137	8.999525e-02	3.499815e-01	0	0	1.883737e+00	4.536037e+00	NFKBIA;SRC;IL1B;IL18;TAB2;ITGA5;ARF6
KEGG_2021_Human	Salmonella infection	11/249	9.133964e-02	3.503438e-01	0	0	1.619587e+00	3.875947e+00	NFKBIA;IL1B;KIF5B;DYNLT3;CASP4;IL18;TNFRSF10B;TAB2;S100A10;ARF6;TNFRSF1A
KEGG_2021_Human	Measles	7/139	9.536512e-02	3.608410e-01	0	0	1.855004e+00	4.359338e+00	NFKBIA;IL1B;MX2;MSN;TAB2;IL2RG;HSPA1A
KEGG_2021_Human	Cytosolic DNA-sensing pathway	4/63	9.941822e-02	3.648698e-01	0	0	2.367629e+00	5.465481e+00	NFKBIA;IL33;IL1B;IL18
KEGG_2021_Human	Lysine degradation	4/63	9.941822e-02	3.648698e-01	0	0	2.367629e+00	5.465481e+00	ALDH2;MECOM;PLOD2;ACAT2
KEGG_2021_Human	Leukocyte transendothelial migration	6/114	1.003392e-01	3.648698e-01	0	0	1.942234e+00	4.465583e+00	CTNNA1;MSN;CLDN18;ESAM;ARHGAP5;ICAM1
KEGG_2021_Human	Apoptosis	7/142	1.037455e-01	3.699568e-01	0	0	1.813500e+00	4.109054e+00	NFKBIA;PARP4;ITPR2;TNFRSF10B;BIRC7;CTSB;TNFRSF1A
KEGG_2021_Human	Bladder cancer	3/41	1.062574e-01	3.699568e-01	0	0	2.755064e+00	6.176554e+00	SRC;MMP1;EGFR
KEGG_2021_Human	Protein processing in endoplasmic reticulum	8/171	1.074614e-01	3.699568e-01	0	0	1.717168e+00	3.830355e+00	EDEM3;SEC61G;UBXN8;YOD1;MAN1A1;RRBP1;CKAP4;HSPA1A
KEGG_2021_Human	Cortisol synthesis and secretion	4/65	1.083445e-01	3.699568e-01	0	0	2.289765e+00	5.088864e+00	CREB3L3;CREB3L1;ITPR2;PBX1
KEGG_2021_Human	Inflammatory bowel disease	4/65	1.083445e-01	3.699568e-01	0	0	2.289765e+00	5.088864e+00	IFNGR1;IL1B;IL18;IL2RG
KEGG_2021_Human	Pantothenate and CoA biosynthesis	2/21	1.155861e-01	3.899290e-01	0	0	3.670415e+00	7.919799e+00	ALDH2;DPYD
KEGG_2021_Human	Terpenoid backbone biosynthesis	2/22	1.248918e-01	4.163060e-01	0	0	3.486715e+00	7.253439e+00	HMGCS2;ACAT2
KEGG_2021_Human	Rap1 signaling pathway	9/210	1.354643e-01	4.412213e-01	0	0	1.566350e+00	3.131207e+00	ENAH;EFNA1;SRC;PARD3;ITGB3;RAPGEF2;TEK;EFNA5;EGFR
KEGG_2021_Human	Phosphatidylinositol signaling system	5/97	1.355180e-01	4.412213e-01	0	0	1.898152e+00	3.793743e+00	INPP4B;MTMR2;DGKD;PPIP5K2;ITPR2
KEGG_2021_Human	Axon guidance	8/182	1.386974e-01	4.446576e-01	0	0	1.607693e+00	3.175935e+00	EFNA1;ENAH;ABLIM1;SRC;CFL2;PARD3;PLXNA2;EFNA5
KEGG_2021_Human	Choline metabolism in cancer	5/98	1.397495e-01	4.446576e-01	0	0	1.877645e+00	3.695023e+00	SLC22A3;DGKD;GPCPD1;HIF1A;EGFR
KEGG_2021_Human	Other types of O-glycan biosynthesis	3/47	1.435530e-01	4.516275e-01	0	0	2.378638e+00	4.617057e+00	GALNT7;GALNT2;GALNT10
KEGG_2021_Human	Relaxin signaling pathway	6/129	1.532578e-01	4.768019e-01	0	0	1.704053e+00	3.196180e+00	NFKBIA;CREB3L3;MMP1;SRC;CREB3L1;EGFR
KEGG_2021_Human	Longevity regulating pathway	5/102	1.572373e-01	4.838071e-01	0	0	1.799844e+00	3.329709e+00	CREB3L3;CREB3L1;SOD2;SOD1;HSPA1A
KEGG_2021_Human	Human T-cell leukemia virus 1 infection	9/219	1.614999e-01	4.873446e-01	0	0	1.498519e+00	2.732177e+00	NFKBIA;MMP7;CREB3L3;CREB3L1;VDAC1;IL2RG;RAN;ICAM1;TNFRSF1A
KEGG_2021_Human	Chronic myeloid leukemia	4/76	1.632226e-01	4.873446e-01	0	0	1.938839e+00	3.514418e+00	NFKBIA;MECOM;POLK;RUNX1
KEGG_2021_Human	Malaria	3/50	1.636086e-01	4.873446e-01	0	0	2.226466e+00	4.030523e+00	IL1B;IL18;ICAM1
KEGG_2021_Human	Chemokine signaling pathway	8/192	1.705998e-01	4.975827e-01	0	0	1.519530e+00	2.687189e+00	NFKBIA;GRK5;SRC;CCL20;PARD3;CXCL1;CXCL3;CXCL2
KEGG_2021_Human	Transcriptional misregulation in cancer	8/192	1.705998e-01	4.975827e-01	0	0	1.519530e+00	2.687189e+00	CEBPB;ZEB1;NFKBIZ;REL;ETV1;POLK;PBX1;RUNX1
KEGG_2021_Human	Collecting duct acid secretion	2/27	1.736660e-01	5.013038e-01	0	0	2.788654e+00	4.881877e+00	CA2;TCIRG1
KEGG_2021_Human	RNA degradation	4/79	1.796652e-01	5.093527e-01	0	0	1.860997e+00	3.194700e+00	BTG3;PABPC4;MTREX;DCP2
KEGG_2021_Human	Human cytomegalovirus infection	9/225	1.800926e-01	5.093527e-01	0	0	1.456439e+00	2.496751e+00	NFKBIA;CREB3L3;SRC;CREB3L1;IL1B;ITGB3;ITPR2;EGFR;TNFRSF1A
KEGG_2021_Human	Butanoate metabolism	2/28	1.837632e-01	5.145369e-01	0	0	2.681259e+00	4.542342e+00	HMGCS2;ACAT2
KEGG_2021_Human	Hepatocellular carcinoma	7/168	1.914860e-01	5.308524e-01	0	0	1.518589e+00	2.510136e+00	NQO1;GSTP1;TXNRD1;GSTA1;MGST1;POLK;EGFR
KEGG_2021_Human	Peroxisome	4/82	1.966321e-01	5.397744e-01	0	0	1.789143e+00	2.909899e+00	IDH1;AGPS;SOD2;SOD1
KEGG_2021_Human	Riboflavin metabolism	1/8	2.029390e-01	5.490911e-01	0	0	4.975422e+00	7.935052e+00	BLVRB
KEGG_2021_Human	Ascorbate and aldarate metabolism	2/30	2.041910e-01	5.490911e-01	0	0	2.489484e+00	3.955043e+00	UGDH;ALDH2
KEGG_2021_Human	Pyrimidine metabolism	3/56	2.059092e-01	5.490911e-01	0	0	1.973802e+00	3.119239e+00	RRM2B;DPYD;NME3
KEGG_2021_Human	Circadian rhythm	2/31	2.144973e-01	5.665967e-01	0	0	2.403516e+00	3.700113e+00	BHLHE41;NPAS2
KEGG_2021_Human	Human papillomavirus infection	12/331	2.179597e-01	5.703620e-01	0	0	1.315033e+00	2.003380e+00	JAG1;CREB3L3;PPP2R3C;CREB3L1;PARD3;ITGB3;MX2;LAMB1;TCIRG1;ITGA5;EGFR;TNFRSF1A
KEGG_2021_Human	Endometrial cancer	3/58	2.205261e-01	5.717344e-01	0	0	1.901831e+00	2.875073e+00	CTNNA1;POLK;EGFR
KEGG_2021_Human	Chemical carcinogenesis	9/239	2.269015e-01	5.828663e-01	0	0	1.366791e+00	2.027277e+00	CYP2B6;JAG1;CREB3L3;SRC;CREB3L1;GSTP1;GSTA1;MGST1;EGFR
KEGG_2021_Human	Viral myocarditis	3/60	2.353438e-01	5.972257e-01	0	0	1.834911e+00	2.654580e+00	DAG1;CD55;ICAM1
KEGG_2021_Human	PD-L1 expression and PD-1 checkpoint pathway in cancer	4/89	2.379283e-01	5.972257e-01	0	0	1.641208e+00	2.356424e+00	NFKBIA;IFNGR1;HIF1A;EGFR
KEGG_2021_Human	Huntington disease	11/306	2.388903e-01	5.972257e-01	0	0	1.302771e+00	1.865244e+00	NDUFS8;CREB3L3;NDUFB10;CREB3L1;KIF5B;NDUFA10;NDUFB1;VDAC1;SOD2;TGM2;SOD1
KEGG_2021_Human	Pentose and glucuronate interconversions	2/34	2.456533e-01	6.079703e-01	0	0	2.177850e+00	3.057340e+00	UGDH;AKR1B10
KEGG_2021_Human	Thyroid hormone signaling pathway	5/121	2.504527e-01	6.079703e-01	0	0	1.503563e+00	2.081662e+00	NCOA1;SRC;ITGB3;GATA4;HIF1A
KEGG_2021_Human	Phagosome	6/152	2.525199e-01	6.079703e-01	0	0	1.433897e+00	1.973423e+00	C3;EEA1;ITGB3;SEC61G;TCIRG1;ITGA5
KEGG_2021_Human	Nicotinate and nicotinamide metabolism	2/35	2.560840e-01	6.079703e-01	0	0	2.111746e+00	2.876725e+00	NNMT;NAMPT
KEGG_2021_Human	Small cell lung cancer	4/92	2.562160e-01	6.079703e-01	0	0	1.585012e+00	2.158366e+00	NFKBIA;LAMB1;POLK;BIRC7
KEGG_2021_Human	Th1 and Th2 cell differentiation	4/92	2.562160e-01	6.079703e-01	0	0	1.585012e+00	2.158366e+00	NFKBIA;JAG1;IFNGR1;IL2RG
KEGG_2021_Human	RNA transport	7/186	2.650703e-01	6.200502e-01	0	0	1.364606e+00	1.811870e+00	EIF2B4;EIF1AY;NUP210L;PABPC4;NUP50;EIF3E;RAN
KEGG_2021_Human	Non-alcoholic fatty liver disease	6/155	2.666475e-01	6.200502e-01	0	0	1.404808e+00	1.856915e+00	NDUFS8;NDUFB10;IL1B;NDUFA10;NDUFB1;TNFRSF1A
KEGG_2021_Human	Ubiquinone and other terpenoid-quinone biosynthesis	1/11	2.679503e-01	6.200502e-01	0	0	3.482258e+00	4.585973e+00	NQO1
KEGG_2021_Human	Cellular senescence	6/156	2.714009e-01	6.228873e-01	0	0	1.395371e+00	1.819784e+00	SERPINE1;ITPR2;VDAC1;GATA4;PPID;HIPK3
KEGG_2021_Human	Hepatitis C	6/157	2.761748e-01	6.286906e-01	0	0	1.386058e+00	1.783470e+00	NFKBIA;MX2;CLDN18;EIF3E;EGFR;TNFRSF1A
KEGG_2021_Human	PI3K-Akt signaling pathway	12/354	2.883252e-01	6.510570e-01	0	0	1.225119e+00	1.523640e+00	EFNA1;CREB3L3;PPP2R3C;CREB3L1;ITGB3;LAMB1;ITGA5;TEK;OSMR;EFNA5;IL2RG;EGFR
KEGG_2021_Human	Mitophagy	3/68	2.959790e-01	6.577311e-01	0	0	1.608412e+00	1.958188e+00	BNIP3L;SRC;HIF1A
KEGG_2021_Human	Retinol metabolism	3/68	2.959790e-01	6.577311e-01	0	0	1.608412e+00	1.958188e+00	CYP2B6;ADH1C;ALDH1A1
KEGG_2021_Human	Adipocytokine signaling pathway	3/69	3.036498e-01	6.618359e-01	0	0	1.583960e+00	1.887891e+00	NFKBIA;CPT1A;TNFRSF1A
KEGG_2021_Human	Renal cell carcinoma	3/69	3.036498e-01	6.618359e-01	0	0	1.583960e+00	1.887891e+00	EGLN3;ELOB;HIF1A
KEGG_2021_Human	Hippo signaling pathway	6/163	3.051980e-01	6.618359e-01	0	0	1.332673e+00	1.581609e+00	LATS2;PARD3;SERPINE1;TP53BP2;CTNNA1;SAV1
KEGG_2021_Human	Non-homologous end-joining	1/13	3.083228e-01	6.618359e-01	0	0	2.901583e+00	3.414026e+00	XRCC4
KEGG_2021_Human	Dopaminergic synapse	5/132	3.096447e-01	6.618359e-01	0	0	1.372552e+00	1.609084e+00	CREB3L3;PPP2R3C;CREB3L1;KIF5B;ITPR2
KEGG_2021_Human	Oxidative phosphorylation	5/133	3.151336e-01	6.684653e-01	0	0	1.361758e+00	1.572502e+00	NDUFS8;NDUFB10;NDUFA10;NDUFB1;TCIRG1
KEGG_2021_Human	Ferroptosis	2/41	3.185373e-01	6.706048e-01	0	0	1.786309e+00	2.043566e+00	PRNP;SLC39A14
KEGG_2021_Human	cGMP-PKG signaling pathway	6/167	3.248407e-01	6.770545e-01	0	0	1.299294e+00	1.460952e+00	CREB3L3;CREB3L1;ITPR2;VDAC1;GATA4;MEF2D
KEGG_2021_Human	Non-small cell lung cancer	3/72	3.267009e-01	6.770545e-01	0	0	1.514858e+00	1.694687e+00	KIF5B;POLK;EGFR
KEGG_2021_Human	Tryptophan metabolism	2/42	3.288551e-01	6.770545e-01	0	0	1.741562e+00	1.936857e+00	ALDH2;ACAT2
KEGG_2021_Human	C-type lectin receptor signaling pathway	4/104	3.315113e-01	6.775414e-01	0	0	1.393946e+00	1.539046e+00	NFKBIA;SRC;IL1B;ITPR2
KEGG_2021_Human	p53 signaling pathway	3/73	3.343868e-01	6.784660e-01	0	0	1.493140e+00	1.635670e+00	RRM2B;SERPINE1;TNFRSF10B
KEGG_2021_Human	Insulin signaling pathway	5/137	3.372009e-01	6.792536e-01	0	0	1.320219e+00	1.435179e+00	PYGB;PHKG1;PPP1R3B;HK2;HK1
